model,family,tier,task,tom_dimension,validated_age_band,dim_rank,date_years,release_date,n,n_correct,accuracy,wilson_lo,wilson_hi,chance,pass
anthropic/claude-fable-5,Claude,Claude Fable,tom_12dim_freeresponse,Diverse Beliefs,3-4 yrs,1,2.4777549623545516,2026-06-24,2,2,1,0.34237195288961925,1,0,1
anthropic/claude-fable-5,Claude,Claude Fable,tom_12dim_freeresponse,Diverse Beliefs,4-5 yrs,1,2.4777549623545516,2026-06-24,3,3,1,0.43849391955098227,1,0,1
anthropic/claude-fable-5,Claude,Claude Fable,tom_12dim_freeresponse,Diverse Desires,2-3 yrs,0,2.4777549623545516,2026-06-24,2,2,1,0.34237195288961925,1,0,1
anthropic/claude-fable-5,Claude,Claude Fable,tom_12dim_freeresponse,Diverse Desires,3-4 yrs,0,2.4777549623545516,2026-06-24,3,3,1,0.43849391955098227,1,0,1
anthropic/claude-fable-5,Claude,Claude Fable,tom_12dim_freeresponse,Emotion Recognition,4-6 yrs,3,2.4777549623545516,2026-06-24,1,1,1,0.20654329147389294,1,0,1
anthropic/claude-fable-5,Claude,Claude Fable,tom_12dim_freeresponse,Emotion Recognition,6-8 yrs,3,2.4777549623545516,2026-06-24,3,3,1,0.43849391955098227,1,0,1
anthropic/claude-fable-5,Claude,Claude Fable,tom_12dim_freeresponse,Emotion Recognition,6-9 yrs,3,2.4777549623545516,2026-06-24,1,1,1,0.20654329147389294,1,0,1
anthropic/claude-fable-5,Claude,Claude Fable,tom_12dim_freeresponse,Faux Pas Detection,10-12 yrs,10,2.4777549623545516,2026-06-24,1,1,1,0.20654329147389294,1,0,1
anthropic/claude-fable-5,Claude,Claude Fable,tom_12dim_freeresponse,Faux Pas Detection,9-11 yrs,10,2.4777549623545516,2026-06-24,4,4,1,0.5100999795960008,1,0,1
anthropic/claude-fable-5,Claude,Claude Fable,tom_12dim_freeresponse,First-Order False Belief,4-5 yrs,4,2.4777549623545516,2026-06-24,4,4,1,0.5100999795960008,1,0,1
anthropic/claude-fable-5,Claude,Claude Fable,tom_12dim_freeresponse,First-Order False Belief,5-6 yrs,4,2.4777549623545516,2026-06-24,1,1,1,0.20654329147389294,1,0,1
anthropic/claude-fable-5,Claude,Claude Fable,tom_12dim_freeresponse,Hidden Emotion (Appearance vs. Reality),4-6 yrs,6,2.4777549623545516,2026-06-24,1,1,1,0.20654329147389294,1,0,1
